transactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,BranchID,Description,TransactionDate,,
3015305,200233,201624,3,3137.88,32,Transaction 15305,3/14/20 1:00 PM,,3/14/20 1:00 PM
3006669,201367,200527,1,2857.32,17,Transaction 6669,9/8/22 7:00 PM,,9/8/22 7:00 PM
3026662,200350,200700,1,2082.24,29,Transaction 26662,2/15/20 12:00 PM,,2/15/20 12:00 PM
3044508,201199,200490,4,3239.04,4,Transaction 44508,6/28/23 12:00 AM,,6/28/23 12:00 AM
3014851,200590,201315,2,4495.39,50,Transaction 14851,10/20/23 3:00 AM,,10/20/23 3:00 AM
3001345,200367,200252,1,1699.15,27,Transaction 1345,4/27/21 3:00 AM,,4/27/21 3:00 AM
3038249,201052,201068,1,301.03,22,Transaction 38249,3/1/20 11:00 PM,,3/1/20 11:00 PM
3021334,200810,201313,2,3037.09,1,Transaction 21334,3/1/23 10:00 PM,,3/1/23 10:00 PM
3023461,200026,200063,2,1709.09,9,Transaction 23461,1/28/21 12:00 AM,,1/28/21 12:00 AM
3028427,200242,200141,2,1468.72,17,Transaction 28427,1/21/21 12:00 PM,,1/21/21 12:00 PM
3034527,201343,201528,2,741.97,33,Transaction 34527,2/13/21 7:00 PM,,2/13/21 7:00 PM
3005730,201392,200593,4,4049.96,16,Transaction 5730,12/4/23 11:00 AM,,12/4/23 11:00 AM
3009651,200508,200340,2,2900.97,9,Transaction 9651,3/6/21 6:00 AM,,3/6/21 6:00 AM
3016747,200391,201312,1,336.41,23,Transaction 16747,11/22/22 5:00 AM,,11/22/22 5:00 AM
3001181,200208,200692,4,3767.14,30,Transaction 1181,7/31/23 3:00 AM,,7/31/23 3:00 AM
3047325,201598,201159,4,3904.1,12,Transaction 47325,7/23/20 12:00 PM,,7/23/20 12:00 PM
3019262,200602,201220,3,481.05,44,Transaction 19262,3/10/21 7:00 PM,,3/10/21 7:00 PM
3000245,201588,200479,1,1884.19,21,Transaction 245,12/17/20 7:00 AM,,12/17/20 7:00 AM
3029127,201593,200807,1,4474.91,43,Transaction 29127,4/19/22 5:00 AM,,4/19/22 5:00 AM
3019242,200234,201221,1,1339.25,21,Transaction 19242,9/13/21 6:00 AM,,9/13/21 6:00 AM
3048703,200908,200698,1,2113.8,18,Transaction 48703,6/28/20 12:00 AM,,6/28/20 12:00 AM
3049271,200034,201050,4,4153.42,43,Transaction 49271,4/25/22 10:00 AM,,4/25/22 10:00 AM
3046210,200866,200807,1,3450.34,12,Transaction 46210,6/7/20 4:00 AM,,6/7/20 4:00 AM
3006540,201225,201415,2,2341.71,50,Transaction 6540,1/14/21 5:00 AM,,1/14/21 5:00 AM
3016590,201087,201165,3,1094.61,20,Transaction 16590,10/12/23 1:00 AM,,10/12/23 1:00 AM
3033650,201616,200219,2,4465.33,35,Transaction 33650,4/27/21 1:00 AM,,4/27/21 1:00 AM
3005894,200646,201252,4,3584.23,48,Transaction 5894,3/15/21 12:00 AM,,3/15/21 12:00 AM
3043432,201339,200112,1,3438.72,50,Transaction 43432,8/31/22 5:00 AM,,8/31/22 5:00 AM
3048077,200858,201115,3,1961.64,21,Transaction 48077,8/11/22 8:00 AM,,8/11/22 8:00 AM
3014685,201349,201239,3,4135.64,16,Transaction 14685,4/29/20 10:00 PM,,4/29/20 10:00 PM
3039754,201476,200659,3,4638.21,34,Transaction 39754,9/22/23 4:00 PM,,9/22/23 4:00 PM
3046620,200214,201202,1,4874.75,33,Transaction 46620,5/22/22 12:00 AM,,5/22/22 12:00 AM
3012988,201490,200963,2,2124.51,17,Transaction 12988,7/14/22 4:00 PM,,7/14/22 4:00 PM
3011106,200332,200794,2,4131.58,8,Transaction 11106,1/16/20 4:00 AM,,1/16/20 4:00 AM
3008392,200741,200706,3,3292.18,17,Transaction 8392,12/24/21 10:00 PM,,12/24/21 10:00 PM
3012759,201496,201622,1,2836.37,25,Transaction 12759,12/24/21 10:00 PM,,12/24/21 10:00 PM
3011726,200619,200271,2,3913.66,16,Transaction 11726,5/23/21 5:00 AM,,5/23/21 5:00 AM
3040951,200223,200078,4,3999.95,13,Transaction 40951,2/10/20 3:00 AM,,2/10/20 3:00 AM
3019772,200977,201119,2,4890.81,48,Transaction 19772,3/20/20 9:00 PM,,3/20/20 9:00 PM
3026191,201382,201000,3,244.67,10,TransEction 26191,12/22/21 8:00 AM,,12/22/21 8:00 AM
3035017,200535,200564,4,494.09,21,Transaction 35017,11/28/23 7:00 PM,,11/28/23 7:00 PM
3039870,201022,200340,2,3444.95,33,Transaction 39870,4/26/21 10:00 PM,,4/26/21 10:00 PM
3044732,200525,201129,2,108.23,23,Transaction 44732,5/1/23 4:00 AM,,5/1/23 4:00 AM
3017355,201462,201576,4,1689.08,48,Transaction 17355,1/23/24 9:00 PM,,1/23/24 9:00 PM
3006791,201164,200515,1,3645.69,3,Transaction 6791,8/22/23 4:00 PM,,8/22/23 4:00 PM
3043478,200745,200034,3,943.53,2,Transaction 43478,4/22/23 4:00 AM,,4/22/23 4:00 AM
3004551,201588,200062,3,139.91,19,Transaction 4551,5/8/23 2:00 PM,,5/8/23 2:00 PM
3035955,200648,200149,1,1083.09,31,Transaction 35955,9/13/23 9:00 AM,,9/13/23 9:00 AM
3010957,200013,200590,2,4524.13,49,Transaction 10957,4/16/23 11:00 AM,,4/16/23 11:00 AM
3042216,200595,200350,1,3885.23,38,Transaction 42216,7/10/20 12:00 PM,,7/10/20 12:00 PM
3034514,201510,201572,4,1791.81,35,Transaction 34514,4/18/22 2:00 AM,,4/18/22 2:00 AM
3048148,201417,201191,4,2537.92,30,Transaction 48148,3/28/21 6:00 AM,,3/28/21 6:00 AM
3007187,200752,200161,2,436.79,4,Transaction 7187,3/28/21 6:00 AM,,3/28/21 6:00 AM
3045046,200529,200732,2,4149.77,6,Transaction 45046,1/26/23 9:00 AM,,1/26/23 9:00 AM
3029560,201182,201583,1,4230.42,35,Transaction 29560,4/27/22 6:00 PM,,4/27/22 6:00 PM
3032086,201323,200826,2,2849.82,22,Transaction 32086,9/5/23 11:00 AM,,9/5/23 11:00 AM
3022949,200029,201231,2,3856.15,11,Transaction 22949,9/5/23 11:00 AM,,9/5/23 11:00 AM
3048391,201550,200889,1,835.32,24,Transaction 48391,8/14/21 12:00 AM,,8/14/21 12:00 AM
3009055,201597,201484,3,4077.84,17,Transaction 9055,2/4/23 2:00 PM,,2/4/23 2:00 PM
3027737,201420,200254,2,303.39,31,Transaction 27737,2/10/20 4:00 PM,,2/10/20 4:00 PM
3031110,200719,200241,1,3324.03,33,Transaction 31110,1/24/22 7:00 AM,,1/24/22 7:00 AM
3014118,200200,200772,3,3307.64,16,Transaction 14118,3/23/22 3:00 PM,,3/23/22 3:00 PM
3021940,200285,200261,3,3271.9,7,Transaction 21940,7/3/26 3:01 PM,,7/3/26 3:01 PM
3013633,200459,200958,1,4015.29,36,Transaction 13633,1/15/22 10:00 AM,,1/15/22 10:00 AM
3020721,201162,200658,1,1279.15,18,Transaction 20721,4/23/23 6:00 PM,,4/23/23 6:00 PM
3034226,201323,201054,4,1104.37,35,Transaction 34226,11/4/21 8:00 AM,,11/4/21 8:00 AM
3011442,201029,200190,2,2406.43,26,Transaction 11442,3/16/23 6:00 AM,,3/16/23 6:00 AM
3046932,200465,200065,4,1127.74,5,Transaction 46932,2/9/22 9:00 AM,,2/9/22 9:00 AM
3009887,200157,200932,2,4673.28,19,Transaction 9887,7/31/21 3:00 PM,,7/31/21 3:00 PM
3009610,201046,201241,1,4910.82,39,Transaction 9610,6/30/22 10:00 AM,,6/30/22 10:00 AM
3040739,200810,201387,2,2089.56,10,Transaction 40739,12/28/21 11:00 AM,,12/28/21 11:00 AM
3005314,200752,201641,2,1271,2,Transaction 5314,10/22/22 2:00 PM,,10/22/22 2:00 PM
3042687,200213,200066,4,4763.75,2,Transaction 42687,1/26/20 2:00 PM,,1/26/20 2:00 PM
3003125,201597,200823,4,4436.64,45,Transaction 3125,6/14/21 11:00 PM,,6/14/21 11:00 PM
3001236,200055,201601,4,4104.78,36,Transaction 1236,4/1/20 8:00 PM,,4/1/20 8:00 PM
3002999,200151,200276,4,4489.08,16,Transaction 2999,5/16/21 7:00 AM,,5/16/21 7:00 AM
3031054,201311,201506,3,4176.56,11,Transaction 31054,11/20/23 5:00 PM,,11/20/23 5:00 PM
3033461,201399,201543,2,876.18,3,Transaction 33461,4/14/21 11:00 PM,,4/14/21 11:00 PM
3021436,200866,200650,2,1777.19,21,Transaction 21436,3/29/20 3:00 AM,,3/29/20 3:00 AM
3029555,200397,200922,3,4361.62,50,Transaction 29555,12/17/23 2:00 PM,,12/17/23 2:00 PM
3014051,200361,200589,3,4115.28,19,Transaction 14051,2/23/23 7:00 AM,,2/23/23 7:00 AM
3000421,200180,200031,3,3407.12,19,Transaction 421,7/5/21 5:00 AM,,7/5/21 5:00 AM
3013869,200794,200458,2,3458.94,43,Transaction 13869,6/13/21 11:00 AM,,6/13/21 11:00 AM
3042217,201393,201506,1,4987.52,40,Transaction 42217,6/18/22 3:00 PM,,6/18/22 3:00 PM
3023011,201637,201346,1,1122.37,6,Transaction 23011,3/22/21 3:00 PM,,3/22/21 3:00 PM
3018279,200139,201488,2,3423.51,23,Transaction 18279,9/10/22 2:00 PM,,9/10/22 2:00 PM
3048234,200675,200839,3,1038.3,6,Transaction 48234,1/7/24 4:00 PM,,1/7/24 4:00 PM
3034523,200374,200837,2,2491.9,4,Transaction 34523,10/2/20 7:00 AM,,10/2/20 7:00 AM
3014057,200882,200688,4,286.5,24,Transaction 14057,1/4/20 5:00 AM,,1/4/20 5:00 AM
3007307,200352,200987,1,4186.98,37,Transaction 7307,1/4/20 5:00 AM,,1/4/20 5:00 AM
3033662,201098,201322,3,2577.55,25,Trasaction 33662,11/14/22 12:00 PM,,11/14/22 12:00 PM
3048075,200749,200063,4,3329.76,22,Transaction 48075,1/7/20 7:00 PM,,1/7/20 7:00 PM
3013556,201027,200267,4,1160.19,50,Transaction 13556,3/19/23 1:00 AM,,3/19/23 1:00 AM
3005935,200613,201110,2,2092.67,32,Transaction 5935,8/28/22 11:00 PM,,8/28/22 11:00 PM
3005142,201526,200446,1,3695.73,14,Transaction 5142,3/14/22 12:00 AM,,3/14/22 12:00 AM
3022186,201530,201466,2,567.09,43,Transaction 22186,9/13/20 6:00 PM,,9/13/20 6:00 PM
3010694,200376,200609,4,3042.97,44,Transaction 10694,7/12/23 1:00 PM,,7/12/23 1:00 PM
3019075,200912,201262,3,3502.42,48,Transaction 19075,3/22/23 6:00 PM,,3/22/23 6:00 PM
3001485,200733,201120,1,4222.16,7,Transaction 1485,4/25/22 1:00 AM,,4/25/22 1:00 AM
3027974,200744,201478,1,1243.08,3,Transaction 27974,8/12/20 12:00 AM,,8/12/20 12:00 AM
3043940,200774,200579,4,4066.97,45,Transaction 43940,3/8/20 12:00 AM,,3/8/20 12:00 AM
3021305,201628,200044,1,4012.97,27,Transaction 21305,8/14/21 2:00 AM,,8/14/21 2:00 AM
3032866,200636,200678,1,2427.95,12,Transaction 32866,12/3/21 3:00 PM,,12/3/21 3:00 PM
3035397,200488,200884,3,4797.66,42,Tranaction 35397,4/30/23 1:00 PM,,4/30/23 1:00 PM
3032023,200518,201025,1,129.73,27,Transaction 32023,3/7/26 3:01 PM,,3/7/26 3:01 PM
3038657,200415,201313,3,2166.78,29,Transaction 38657,2/2/21 8:00 PM,,2/2/21 8:00 PM
3001160,201150,201555,1,1781.26,20,Transaction 1160,7/31/20 7:00 AM,,7/31/20 7:00 AM
3036946,200690,201497,1,3752.84,2,Transaction 36946,8/25/22 7:00 AM,,8/25/22 7:00 AM
3011959,201522,200588,4,1847.16,34,Transaction 11959,2/7/23 9:00 PM,,2/7/23 9:00 PM
3043085,200310,200938,2,2586.33,34,Transaction 43085,3/26/21 2:00 PM,,3/26/21 2:00 PM
3006588,201052,200154,3,2590.5,41,Transaction 6588,5/2/23 2:00 AM,,5/2/23 2:00 AM
3042441,200221,201441,3,2266.21,20,Transaction 42441,7/13/22 5:00 AM,,7/13/22 5:00 AM
3043762,200053,200349,1,4170.89,12,Transaction 43762,11/4/23 6:00 PM,,11/4/23 6:00 PM
3028735,200440,200782,2,1616.74,8,Transaction 28735,11/11/23 8:00 PM,,11/11/23 8:00 PM
3028190,201435,201042,3,1323.41,45,Transaction 28190,9/14/21 3:00 AM,,9/14/21 3:00 AM
3045681,200381,201188,4,909.07,46,Transaction 45681,7/17/20 7:00 PM,,7/17/20 7:00 PM
3006246,201649,200263,2,2342.15,35,Transaction 6246,11/12/25 3:01 PM,,11/12/25 3:01 PM
3045488,200345,201215,3,3789.18,25,Transaction 45488,10/3/22 6:00 AM,,10/3/22 6:00 AM
3038816,201393,200084,1,652.26,44,Transaction 38816,5/13/21 10:00 PM,,5/13/21 10:00 PM
3011291,201025,200055,1,972.46,25,Transaction 11291,8/7/21 11:00 PM,,8/7/21 11:00 PM
3008290,200020,201274,1,2943.24,34,Transaction 8290,6/26/20 7:00 AM,,6/26/20 7:00 AM
3036349,200863,201118,1,4607.08,10,Transaction 36349,2/17/21 9:00 AM,,2/17/21 9:00 AM
3013568,201520,200802,2,4579.08,35,Transaction 13568,4/26/23 6:00 AM,,4/26/23 6:00 AM
3037081,200886,200957,2,3512.81,14,Transaction 37081,4/9/21 11:00 PM,,4/9/21 11:00 PM
3041538,200355,200183,2,4329.48,36,Transaction 41538,1/5/22 7:00 AM,,1/5/22 7:00 AM
3047060,201239,200443,2,4265.11,21,Transaction 47060,11/13/21 4:00 AM,,11/13/21 4:00 AM
3041080,200609,200260,1,3016.79,4,Transaction 41080,1/30/23 9:00 AM,,1/30/23 9:00 AM
3049194,200030,200059,1,4736.17,1,Transaction 49194,3/24/20 2:00 AM,,3/24/20 2:00 AM
3019761,201379,201010,4,2317.77,32,Transaction 19761,7/3/20 9:00 PM,,7/3/20 9:00 PM
3018560,201635,200406,1,2657.35,4,Transaction 18560,6/11/20 9:00 AM,,6/11/20 9:00 AM
3016720,200481,201094,2,110.06,29,Transaction 16720,5/19/23 11:00 PM,,5/19/23 11:00 PM
3029364,200591,200031,2,4801.65,21,Transaction 29364,3/10/22 11:00 PM,,3/10/22 11:00 PM
3035498,200194,200584,3,4205.95,29,Transaction 35498,5/7/20 1:00 AM,,5/7/20 1:00 AM
3029203,201097,201475,1,491.34,44,Transaction 29203,12/22/21 12:00 PM,,12/22/21 12:00 PM
3022676,200469,201193,2,1673.27,7,Transaction 22676,8/7/21 3:00 AM,,8/7/21 3:00 AM
3038051,200779,201224,3,407.64,41,Transaction 38051,7/18/22 11:00 PM,,7/18/22 11:00 PM
3007333,200625,200332,2,1534.1,4,Transaction 7333,7/18/21 7:00 AM,,7/18/21 7:00 AM
3009058,200085,200777,2,1433.21,50,Transaction 9058,1/4/24 11:00 AM,,1/4/24 11:00 AM
3002955,200471,200496,2,2929.98,29,Transaction 2955,5/23/21 6:00 AM,,5/23/21 6:00 AM
3039667,200325,200471,3,3044.62,49,Transaction 39667,10/10/20 8:00 PM,,10/10/20 8:00 PM
3002433,200512,200485,1,4314.32,44,Transaction 2433,6/14/20 8:00 PM,,6/14/20 8:00 PM
3049067,200810,200667,2,980.69,29,Transaction 49067,6/21/22 10:00 PM,,6/21/22 10:00 PM
3041521,200145,200422,2,1210.8,9,Transaction 41521,8/7/21 6:00 PM,,8/7/21 6:00 PM
3000863,200479,200320,3,3433.64,50,Transaction 863,5/15/21 9:00 PM,,5/15/21 9:00 PM
3010485,201193,200872,2,2973.42,6,Transaction 10485,1/18/24 9:00 AM,,1/18/24 9:00 AM
3030149,200810,200158,4,1079.64,41,Transaction 30149,6/23/23 10:00 PM,,6/23/23 10:00 PM
3003893,201590,200683,3,308.89,10,Transaction 3893,8/20/23 3:00 AM,,8/20/23 3:00 AM
3039375,201106,200416,1,1600.25,48,Transaction 39375,6/6/21 9:00 PM,,6/6/21 9:00 PM
3027889,201093,201633,3,4708.86,6,Transaction 27889,6/6/21 9:00 PM,,6/6/21 9:00 PM
3018693,200435,201133,1,766.62,41,Transaction 18693,4/22/20 9:00 PM,,4/22/20 9:00 PM
3026309,200016,200459,1,1980.46,22,Transaction 26309,1/20/21 9:00 AM,,1/20/21 9:00 AM
3031911,201487,201531,1,4349.69,3,Transaction 31911,4/14/23 1:00 PM,,4/14/23 1:00 PM
3013880,200622,201543,3,2721.44,28,Transaction 13880,12/30/20 7:00 AM,,12/30/20 7:00 AM
3021338,201104,200312,4,2474.64,24,Transaction 21338,6/15/23 8:00 AM,,6/15/23 8:00 AM
3032928,201389,200306,1,764.99,15,Transaction 32928,1/19/21 1:00 PM,,1/19/21 1:00 PM
3044281,200439,200311,2,3203.71,1,Transaction 44281,8/15/22 5:00 PM,,8/15/22 5:00 PM
3029135,200349,200581,2,4668.27,3,Transaction 29135,4/27/23 5:00 AM,,4/27/23 5:00 AM
3018464,200436,200243,1,2767.23,16,Transaction 18464,2/28/20 12:00 AM,,2/28/20 12:00 AM
3008519,201309,201220,1,2178.98,44,Transaction 8519,8/29/21 1:00 AM,,8/29/21 1:00 AM
3046339,200813,201054,1,2949.15,1,Transaction 46339,5/28/23 9:00 PM,,5/28/23 9:00 PM
3010153,200992,200161,1,1103.43,28,Transaction 10153,6/10/21 2:00 AM,,6/10/21 2:00 AM
3033943,201369,200162,1,1295.55,28,Transaction 33943,2/3/24 8:00 PM,,2/3/24 8:00 PM
3048422,200463,200065,3,605.69,50,Transaction 48422,12/4/22 10:00 PM,,12/4/22 10:00 PM
3006222,200823,200675,1,3023.98,1,Transaction 6222,9/16/22 11:00 PM,,9/16/22 11:00 PM
3048868,200800,201477,3,4274.42,28,Transaction 48868,1/13/22 5:00 PM,,1/13/22 5:00 PM
3034255,200625,201435,4,4653.43,43,Transaction 34255,2/23/21 12:00 PM,,2/23/21 12:00 PM
3017555,200763,200749,2,3179.56,37,Transaction 17555,11/5/20 10:00 PM,,11/5/20 10:00 PM
3024289,200932,200935,2,2373.24,12,Transaction 24289,7/2/22 8:00 AM,,7/2/22 8:00 AM
3046035,200260,201106,1,45.38,26,Transaction 46035,4/8/23 4:00 PM,,4/8/23 4:00 PM
3030655,200160,200144,3,425.86,50,Transaction 30655,2/27/22 1:00 AM,,2/27/22 1:00 AM
3047477,200410,200794,1,2571.88,37,Transaction 47477,2/27/22 1:00 AM,,2/27/22 1:00 AM
3013278,201124,200816,4,792.1,45,Transaction 13278,6/19/22 8:00 PM,,6/19/22 8:00 PM
3031471,200356,201210,1,4109.66,47,Transaction 31471,11/14/22 6:00 PM,,11/14/22 6:00 PM
3036698,200245,201179,1,2443.71,5,Transaction 36698,9/27/21 3:00 AM,,9/27/21 3:00 AM
3029686,201390,200182,4,2747.46,25,Transaction 29686,8/4/20 3:00 PM,,8/4/20 3:00 PM
3002723,201141,201605,3,2113.73,5,Transaction 2723,8/4/20 3:00 PM,,8/4/20 3:00 PM
3007535,201015,200465,4,4304.87,32,Transaction 7535,5/19/21 1:00 AM,,5/19/21 1:00 AM
3021714,200134,201318,2,2824.54,14,Transaction 21714,6/23/23 6:00 PM,,6/23/23 6:00 PM
3013779,200636,200985,2,2049.43,15,Transaction 13779,4/26/22 6:00 PM,,4/26/22 6:00 PM
3018986,201543,200912,2,2363.61,46,Transaction 18986,7/23/21 12:00 PM,,7/23/21 12:00 PM
3021663,201374,201274,1,2592.56,42,Transaction 21663,1/17/21 5:00 AM,,1/17/21 5:00 AM
3016041,201551,200212,2,3524.78,21,Transaction 16041,9/19/22 3:00 PM,,9/19/22 3:00 PM
3026869,200061,200996,3,801.11,42,Transaction 26869,5/27/23 1:00 AM,,5/27/23 1:00 AM
3038200,201204,200165,1,4020.61,28,Transaction 38200,5/27/21 6:00 AM,,5/27/21 6:00 AM
3035863,200205,200323,1,4226.31,17,Transaction 35863,3/16/20 1:00 PM,,3/16/20 1:00 PM
3018376,200517,200479,2,194.12,12,Transaction 18376,8/29/22 1:00 PM,,8/29/22 1:00 PM
3024668,201235,200256,1,3946.71,32,Transaction 24668,5/28/20 7:00 AM,,5/28/20 7:00 AM
3038939,201302,201134,1,2921.93,5,Transaction 38939,5/15/20 12:00 PM,,5/15/20 12:00 PM
3039186,200250,200102,3,292.46,45,Transaction 39186,11/12/23 7:00 PM,,11/12/23 7:00 PM
3027119,201616,200897,1,4542.17,43,Transaction 27119,9/10/23 5:00 AM,,9/10/23 5:00 AM
3015353,201425,201454,3,984.51,23,Transaction 15353,3/22/23 7:00 AM,,3/22/23 7:00 AM
3047128,200516,200092,2,3271.97,28,Transaction 47128,2/1/23 11:00 PM,,2/1/23 11:00 PM
3012503,200470,201046,4,1297.47,20,Transaction 12503,4/17/22 9:00 PM,,4/17/22 9:00 PM
3008846,200746,200594,1,2519.03,13,Transaction 8846,11/7/22 8:00 PM,,11/7/22 8:00 PM
3036807,200102,201355,1,2970.52,25,Transaction 36807,6/12/21 3:00 PM,,6/12/21 3:00 PM
3020505,200652,200996,1,2884.6,36,Transaction 20505,3/24/23 12:00 AM,,3/24/23 12:00 AM
3004403,200712,200779,3,1742.35,43,Transaction 4403,2/9/22 2:00 PM,,2/9/22 2:00 PM
3027091,200053,200841,1,3846.37,48,Transaction 27091,5/15/23 6:00 AM,,5/15/23 6:00 AM
3028070,200145,200032,2,3493.99,32,Transaction 28070,8/12/22 3:00 AM,,8/12/22 3:00 AM
3045981,201282,201396,2,2945.29,11,Transaction 45981,10/11/21 4:00 AM,,10/11/21 4:00 AM
3007068,201243,200748,1,1423.17,46,Transaction 7068,11/8/23 6:00 PM,,11/8/23 6:00 PM
3039009,201062,200111,2,99.45,43,Transaction 39009,2/1/20 8:00 AM,,2/1/20 8:00 AM
3044849,201084,201238,2,2927.85,10,Transaction 44849,8/18/21 12:00 AM,,8/18/21 12:00 AM
3003419,200059,201337,1,530.67,6,Transaction 3419,1/14/24 7:00 AM,,1/14/24 7:00 AM
3042450,201070,200224,2,3126.04,48,Transaction 42450,4/4/21 4:00 AM,,4/4/21 4:00 AM
3004807,200405,200197,1,4159.35,6,Transaction 4807,3/24/20 8:00 PM,,3/24/20 8:00 PM
3026854,201162,200906,1,1341.71,12,Transaction 26854,2/3/26 3:01 PM,,2/3/26 3:01 PM
3042015,200680,201443,1,2170.21,13,Transaction 42015,2/27/20 6:00 AM,,2/27/20 6:00 AM
3039524,200159,200729,3,4153.5,29,Transaction 39524,6/23/23 2:00 AM,,6/23/23 2:00 AM
3004998,200530,200121,3,2017.21,46,Transaction 4998,10/12/20 10:00 PM,,10/12/20 10:00 PM
3035318,200094,201367,4,3288.82,27,Transaction 35318,3/5/20 7:00 AM,,3/5/20 7:00 AM
3038243,200594,201627,3,4970.07,41,Transaction 38243,10/16/23 5:00 PM,,10/16/23 5:00 PM
3013553,200399,201111,1,4388.96,5,Transaction 13553,11/5/22 11:00 AM,,11/5/22 11:00 AM
3019674,200999,201221,2,3611.13,24,Transaction 19674,5/22/22 2:00 PM,,5/22/22 2:00 PM
3047540,200986,201111,2,4594.72,32,Transaction 47540,3/30/20 3:00 PM,,3/30/20 3:00 PM
3003100,201139,200960,3,3525.8,32,Transaction 3100,1/9/20 10:00 PM,,1/9/20 10:00 PM
3004498,201294,200304,3,1856.25,46,Transaction 4498,6/1/22 9:00 AM,,6/1/22 9:00 AM
3006189,201104,201030,2,1400.5,34,Transaction 6189,8/9/23 2:00 PM,,8/9/23 2:00 PM
3049043,201221,200332,3,2813.88,41,Transaction 49043,1/7/20 6:00 AM,,1/7/20 6:00 AM
3037789,201193,200941,1,4271.1,45,Transaction 37789,11/26/22 2:00 PM,,11/26/22 2:00 PM
3023637,200241,200194,3,2235.71,40,Transaction 23637,6/24/22 12:00 PM,,6/24/22 12:00 PM
3031795,201105,201076,1,2835.16,25,Transaction 31795,5/1/23 9:00 PM,,5/1/23 9:00 PM
3009653,200391,200000,3,278.7,21,Transaction 9653,12/3/22 2:00 PM,,12/3/22 2:00 PM
3021831,201333,200449,1,4540.45,6,Transaction 21831,11/10/21 3:00 AM,,11/10/21 3:00 AM
3049358,201415,200396,1,3351.8,33,Transaction 49358,9/4/20 1:00 PM,,9/4/20 1:00 PM
3011232,200279,200583,1,2621.67,5,Transaction 11232,2/3/21 11:00 PM,,2/3/21 11:00 PM
3023543,200630,200278,1,3484.1,13,Transaction 23543,4/27/23 12:00 PM,,4/27/23 12:00 PM
3045100,201210,200654,3,4332.71,19,Transaction 45100,1/1/22 11:00 PM,,1/1/22 11:00 PM
3022034,201363,201112,1,4735.88,18,Transaction 22034,4/13/22 6:00 PM,,4/13/22 6:00 PM
3025141,200508,200136,2,2760.71,3,Transaction 25141,1/8/24 8:00 AM,,1/8/24 8:00 AM
3007717,201163,201434,4,1454.12,13,Transaction 7717,10/10/23 1:00 PM,,10/10/23 1:00 PM
3022242,201452,201197,2,3085.02,21,Transaction 22242,5/17/23 2:00 AM,,5/17/23 2:00 AM
3022648,200164,200770,2,321.11,39,Transaction 22648,1/7/23 10:00 AM,,1/7/23 10:00 AM
3032438,201512,201055,3,2060.5,7,Transaction 32438,5/17/23 8:00 AM,,5/17/23 8:00 AM
3006782,201306,200465,2,3487.24,4,Transaction 6782,8/24/22 8:00 PM,,8/24/22 8:00 PM
3029165,200181,201437,2,4364.5,50,Transaction 29165,12/24/20 2:00 AM,,12/24/20 2:00 AM
3048640,200352,200259,3,4926.2,29,Transaction 48640,11/29/21 2:00 AM,,11/29/21 2:00 AM
3037725,200095,200191,1,1182.62,16,Transaction 37725,4/24/23 5:00 PM,,4/24/23 5:00 PM
3039472,200389,201642,1,3310.92,7,Transaction 39472,8/29/20 12:00 AM,,8/29/20 12:00 AM
3045344,200784,201648,2,3153.24,6,Transaction 45344,10/12/21 11:00 PM,,10/12/21 11:00 PM
3043084,200051,200851,1,3184.4,11,Transaction 43084,3/14/23 4:00 PM,,3/14/23 4:00 PM
3046954,200939,201328,2,829.06,9,Transaction 46954,9/23/23 10:00 PM,,9/23/23 10:00 PM
3043618,201093,200490,1,1989.01,27,Transaction 43618,11/16/20 11:00 AM,,11/16/20 11:00 AM
3013447,200348,201479,1,2973.2,29,Transaction 13447,12/30/22 11:00 AM,,12/30/22 11:00 AM
3038179,201540,200519,2,2178.3,15,Transaction 38179,8/14/20 10:00 PM,,8/14/20 10:00 PM
3028991,200257,200409,1,314.71,28,Transaction 28991,10/2/20 1:00 AM,,10/2/20 1:00 AM
3014246,201612,200745,3,2182.31,31,Transaction 14246,6/21/22 2:00 PM,,6/21/22 2:00 PM
3003053,200640,200825,3,1807.46,37,Transaction 3053,6/8/23 9:00 PM,,6/8/23 9:00 PM
3046791,200267,200818,3,4763.12,30,Transaction 46791,10/4/23 10:00 PM,,10/4/23 10:00 PM
3049058,200241,200025,2,4431.61,45,Transaction 49058,6/18/22 3:00 PM,,6/18/22 3:00 PM
3028063,201368,200430,1,4605.78,41,Transaction 28063,1/6/22 11:00 AM,,1/6/22 11:00 AM
3010100,201623,200445,3,4842.57,4,Transaction 10100,2/7/24 12:00 AM,,2/7/24 12:00 AM
3034092,201399,200278,2,4906.72,29,Transaction 34092,10/14/23 11:00 PM,,10/14/23 11:00 PM
3031538,200338,200755,2,4157.27,17,Transaction 31538,3/8/21 11:00 PM,,3/8/21 11:00 PM
3038072,200643,200338,1,575.75,12,Transaction 38072,12/25/20 11:00 AM,,12/25/20 11:00 AM
3048726,201444,201065,4,4095.22,36,Transaction 48726,1/21/24 10:00 PM,,1/21/24 10:00 PM
3037002,201235,200433,1,2687.83,28,Transaction 37002,5/30/23 9:00 PM,,5/30/23 9:00 PM
3039451,201424,200392,2,3317.36,36,Transaction 39451,4/17/20 9:00 AM,,4/17/20 9:00 AM
3027025,201114,200033,3,1079.79,34,Transaction 27025,12/23/23 7:00 AM,,12/23/23 7:00 AM
